,0
4125,neutral
4126,admiration
4127,approval
4128,approval
4129,love
4130,admiration
4131,approval
4132,neutral
4133,amusement
4134,neutral
4135,curiosity
4136,neutral
4137,surprise
4138,neutral
4139,admiration
4140,curiosity
4141,surprise
4142,admiration
4143,realization
4144,annoyance
4145,caring
4146,love
4147,neutral
4148,annoyance
4149,neutral
4150,admiration
4151,joy
4152,neutral
4153,fear
4154,curiosity
4155,neutral
4156,neutral
4157,neutral
4158,approval
4159,neutral
4160,neutral
4161,admiration
4162,neutral
4163,optimism
4164,admiration
4165,neutral
4166,admiration
4167,disapproval
4168,surprise
4169,curiosity
4170,confusion
4171,gratitude
4172,confusion
4173,optimism
4174,admiration
4175,admiration
4176,neutral
4177,neutral
4178,realization
4179,caring
4180,sadness
4181,admiration
4182,surprise
4183,approval
4184,surprise
4185,approval
4186,approval
4187,neutral
4188,neutral
4189,curiosity
4190,neutral
4191,admiration
4192,confusion
4193,approval
4194,neutral
4195,approval
4196,curiosity
4197,curiosity
4198,approval
4199,neutral
4200,disapproval
4201,neutral
4202,neutral
4203,disapproval
4204,neutral
4205,disapproval
4206,realization
4207,disapproval
4208,approval
4209,approval
4210,joy
4211,admiration
4212,confusion
4213,excitement
4214,admiration
4215,realization
4216,neutral
4217,approval
4218,approval
4219,gratitude
4220,approval
4221,admiration
4222,optimism
4223,neutral
4224,realization
4225,neutral
4226,neutral
4227,annoyance
4228,caring
4229,neutral
4230,realization
4231,caring
4232,neutral
4233,neutral
4234,admiration
4235,realization
4236,neutral
4237,neutral
4238,curiosity
4239,neutral
4240,neutral
4241,neutral
4242,realization
4243,neutral
4244,admiration
4245,surprise
4246,fear
4247,excitement
4248,neutral
4249,realization
4250,neutral
4251,admiration
4252,neutral
4253,neutral
4254,neutral
4255,neutral
4256,neutral
4257,neutral
4258,approval
4259,excitement
4260,curiosity
4261,admiration
4262,joy
4263,approval
4264,neutral
4265,sadness
4266,admiration
4267,disapproval
4268,admiration
4269,neutral
4270,surprise
4271,joy
4272,admiration
4273,neutral
4274,disapproval
4275,neutral
4276,curiosity
4277,admiration
4278,disapproval
4279,neutral
4280,neutral
4281,neutral
4282,neutral
4283,admiration
4284,realization
4285,curiosity
4286,neutral
4287,disapproval
4288,admiration
4289,confusion
4290,curiosity
4291,approval
4292,neutral
4293,admiration
4294,love
4295,disapproval
4296,neutral
4297,realization
4298,neutral
4299,confusion
4300,surprise
4301,neutral
4302,neutral
4303,admiration
4304,approval
4305,approval
4306,approval
4307,approval
4308,neutral
4309,curiosity
4310,neutral
4311,gratitude
4312,neutral
4313,neutral
4314,amusement
4315,neutral
4316,confusion
4317,admiration
4318,sadness
4319,admiration
4320,neutral
4321,neutral
4322,approval
4323,optimism
4324,neutral
4325,realization
4326,neutral
4327,amusement
4328,admiration
4329,admiration
4330,neutral
4331,neutral
4332,admiration
4333,neutral
4334,curiosity
4335,curiosity
4336,neutral
4337,neutral
4338,excitement
4339,excitement
4340,admiration
4341,curiosity
4342,admiration
4343,admiration
4344,neutral
4345,gratitude
4346,joy
4347,approval
4348,anger
4349,curiosity
4350,approval
4351,confusion
4352,neutral
4353,neutral
4354,neutral
4355,admiration
4356,joy
4357,neutral
4358,admiration
4359,realization
4360,realization
4361,admiration
4362,neutral
4363,curiosity
4364,neutral
4365,neutral
4366,neutral
4367,realization
4368,neutral
4369,neutral
4370,approval
4371,neutral
4372,neutral
4373,neutral
4374,neutral
4375,neutral
4376,admiration
4377,neutral
4378,neutral
4379,neutral
4380,neutral
4381,realization
4382,approval
4383,realization
4384,neutral
4385,neutral
4386,neutral
4387,gratitude
4388,admiration
4389,realization
4390,approval
4391,neutral
4392,realization
4393,approval
4394,admiration
4395,excitement
4396,gratitude
4397,admiration
4398,neutral
4399,neutral
4400,curiosity
4401,sadness
4402,approval
4403,surprise
4404,fear
4405,amusement
4406,admiration
4407,neutral
4408,admiration
4409,curiosity
4410,neutral
4411,neutral
4412,confusion
4413,admiration
4414,disapproval
4415,neutral
4416,caring
4417,approval
4418,admiration
4419,curiosity
4420,approval
4421,neutral
4422,fear
4423,gratitude
4424,love
4425,neutral
4426,approval
4427,caring
4428,neutral
4429,neutral
4430,curiosity
4431,neutral
4432,neutral
4433,realization
4434,love
4435,confusion
4436,curiosity
4437,approval
4438,joy
4439,surprise
4440,surprise
4441,neutral
4442,neutral
4443,neutral
4444,confusion
4445,neutral
4446,admiration
4447,excitement
4448,neutral
4449,neutral
4450,approval
4451,neutral
4452,neutral
4453,approval
4454,confusion
4455,realization
4456,approval
4457,neutral
4458,approval
4459,confusion
4460,surprise
4461,disapproval
4462,neutral
4463,realization
4464,disapproval
4465,disapproval
4466,approval
4467,love
4468,approval
4469,optimism
4470,neutral
4471,optimism
4472,neutral
4473,excitement
4474,neutral
4475,surprise
4476,amusement
4477,confusion
4478,disgust
4479,caring
4480,curiosity
4481,disapproval
4482,approval
4483,admiration
4484,admiration
4485,admiration
4486,neutral
4487,neutral
4488,neutral
4489,admiration
4490,disapproval
4491,approval
4492,admiration
4493,approval
4494,admiration
4495,neutral
4496,neutral
4497,realization
4498,gratitude
4499,neutral
4500,curiosity
4501,neutral
4502,realization
4503,neutral
4504,surprise
4505,curiosity
4506,neutral
4507,surprise
4508,gratitude
4509,remorse
4510,admiration
4511,neutral
4512,neutral
4513,admiration
4514,neutral
4515,neutral
4516,sadness
4517,disapproval
4518,curiosity
4519,excitement
4520,neutral
4521,realization
4522,curiosity
4523,approval
4524,neutral
4525,neutral
4526,desire
4527,neutral
4528,confusion
4529,neutral
4530,neutral
4531,neutral
4532,neutral
4533,neutral
4534,realization
4535,admiration
4536,approval
4537,realization
4538,excitement
4539,neutral
4540,curiosity
4541,curiosity
4542,neutral
4543,curiosity
4544,neutral
4545,curiosity
4546,neutral
4547,realization
4548,approval
4549,curiosity
4550,neutral
4551,surprise
4552,neutral
4553,curiosity
4554,neutral
4555,amusement
4556,neutral
4557,caring
4558,curiosity
4559,neutral
4560,realization
4561,annoyance
4562,curiosity
4563,approval
4564,caring
4565,curiosity
4566,curiosity
4567,approval
4568,realization
4569,realization
4570,neutral
4571,curiosity
4572,admiration
4573,curiosity
4574,neutral
4575,approval
4576,neutral
4577,neutral
4578,curiosity
4579,neutral
4580,neutral
4581,optimism
4582,neutral
4583,disgust
4584,neutral
4585,fear
4586,neutral
4587,approval
4588,approval
4589,neutral
4590,approval
4591,surprise
4592,neutral
4593,neutral
4594,love
4595,admiration
4596,approval
4597,curiosity
4598,neutral
4599,curiosity
4600,realization
4601,neutral
4602,neutral
4603,curiosity
4604,neutral
4605,admiration
4606,neutral
4607,gratitude
4608,gratitude
4609,curiosity
4610,neutral
4611,neutral
4612,realization
4613,neutral
4614,neutral
4615,approval
4616,approval
4617,admiration
4618,neutral
4619,neutral
4620,neutral
4621,curiosity
4622,curiosity
4623,neutral
4624,admiration
4625,neutral
4626,neutral
4627,curiosity
4628,curiosity
4629,admiration
4630,neutral
4631,realization
4632,neutral
4633,neutral
4634,neutral
4635,admiration
4636,approval
4637,realization
4638,curiosity
4639,curiosity
4640,fear
4641,realization
4642,amusement
4643,neutral
4644,curiosity
4645,admiration
4646,neutral
4647,neutral
4648,pride
4649,neutral
4650,confusion
4651,joy
4652,sadness
4653,neutral
4654,neutral
4655,desire
4656,neutral
4657,approval
4658,approval
4659,neutral
4660,admiration
4661,admiration
4662,approval
4663,joy
4664,neutral
4665,curiosity
4666,admiration
4667,neutral
4668,neutral
4669,neutral
4670,curiosity
4671,admiration
4672,optimism
4673,confusion
4674,admiration
4675,confusion
4676,neutral
4677,realization
4678,gratitude
4679,confusion
4680,realization
4681,neutral
4682,approval
4683,neutral
4684,admiration
4685,caring
4686,love
4687,admiration
4688,curiosity
4689,neutral
4690,curiosity
4691,excitement
4692,neutral
4693,surprise
4694,neutral
4695,approval
4696,joy
4697,confusion
4698,surprise
4699,curiosity
4700,confusion
4701,neutral
4702,joy
4703,neutral
4704,neutral
4705,confusion
4706,admiration
4707,neutral
4708,neutral
4709,admiration
4710,neutral
4711,realization
4712,neutral
4713,neutral
4714,neutral
4715,approval
4716,neutral
4717,neutral
4718,neutral
4719,disgust
4720,admiration
4721,admiration
4722,neutral
4723,curiosity
4724,desire
4725,neutral
4726,neutral
4727,neutral
4728,confusion
4729,joy
4730,approval
4731,approval
4732,approval
4733,realization
4734,realization
4735,neutral
4736,surprise
4737,approval
4738,neutral
4739,neutral
4740,curiosity
4741,realization
4742,neutral
4743,neutral
4744,surprise
4745,neutral
4746,surprise
4747,approval
4748,annoyance
4749,realization
4750,neutral
4751,love
4752,approval
4753,neutral
4754,neutral
4755,neutral
4756,realization
4757,approval
4758,neutral
4759,excitement
4760,admiration
4761,love
4762,neutral
4763,joy
4764,disapproval
4765,admiration
4766,annoyance
4767,caring
4768,disapproval
4769,neutral
4770,curiosity
4771,neutral
4772,neutral
4773,nervousness
4774,approval
4775,neutral
4776,curiosity
4777,neutral
4778,curiosity
4779,neutral
4780,excitement
4781,anger
4782,curiosity
4783,amusement
4784,fear
4785,realization
4786,curiosity
4787,disappointment
4788,neutral
4789,approval
4790,neutral
4791,neutral
4792,realization
4793,desire
4794,approval
4795,fear
4796,neutral
4797,amusement
4798,neutral
4799,curiosity
4800,realization
4801,optimism
4802,curiosity
4803,approval
4804,neutral
4805,surprise
4806,neutral
4807,annoyance
4808,neutral
4809,optimism
4810,neutral
4811,neutral
4812,neutral
4813,surprise
4814,admiration
4815,neutral
4816,neutral
4817,approval
4818,neutral
4819,neutral
4820,approval
4821,neutral
4822,confusion
4823,admiration
4824,neutral
4825,neutral
4826,curiosity
4827,curiosity
4828,curiosity
4829,neutral
4830,neutral
4831,admiration
4832,gratitude
4833,neutral
4834,caring
4835,neutral
4836,curiosity
4837,approval
4838,excitement
4839,desire
4840,neutral
4841,curiosity
4842,joy
4843,neutral
4844,curiosity
4845,admiration
4846,realization
4847,neutral
4848,admiration
4849,desire
4850,approval
4851,approval
4852,neutral
4853,approval
4854,neutral
4855,neutral
4856,neutral
4857,admiration
4858,surprise
4859,admiration
4860,disapproval
4861,surprise
4862,gratitude
4863,admiration
4864,neutral
4865,admiration
4866,admiration
4867,approval
4868,approval
4869,neutral
4870,amusement
4871,curiosity
4872,curiosity
4873,neutral
4874,joy
4875,admiration
4876,realization
4877,neutral
4878,confusion
4879,neutral
4880,approval
4881,excitement
4882,neutral
4883,admiration
4884,realization
4885,love
4886,neutral
4887,admiration
4888,annoyance
4889,caring
4890,approval
4891,disapproval
4892,caring
4893,realization
4894,caring
4895,disappointment
4896,admiration
4897,surprise
4898,admiration
4899,neutral
4900,neutral
4901,caring
4902,neutral
4903,neutral
4904,neutral
4905,caring
4906,realization
4907,neutral
4908,approval
4909,neutral
4910,admiration
4911,realization
4912,neutral
4913,neutral
4914,admiration
4915,neutral
4916,neutral
4917,neutral
4918,approval
4919,admiration
4920,gratitude
4921,admiration
4922,neutral
4923,neutral
4924,neutral
4925,gratitude
4926,joy
4927,neutral
4928,neutral
4929,neutral
4930,annoyance
4931,admiration
4932,neutral
4933,realization
4934,amusement
4935,neutral
4936,curiosity
4937,amusement
4938,curiosity
4939,approval
4940,disapproval
4941,neutral
4942,admiration
4943,approval
4944,neutral
4945,curiosity
4946,approval
4947,annoyance
4948,neutral
4949,neutral
4950,optimism
4951,approval
4952,neutral
4953,optimism
4954,excitement
4955,neutral
4956,neutral
4957,realization
4958,excitement
4959,neutral
4960,love
4961,desire
4962,neutral
4963,neutral
4964,joy
4965,neutral
4966,neutral
4967,neutral
4968,excitement
4969,approval
4970,approval
4971,neutral
4972,desire
4973,excitement
4974,neutral
4975,surprise
4976,caring
4977,neutral
4978,anger
4979,disapproval
4980,neutral
4981,neutral
4982,optimism
4983,neutral
4984,surprise
4985,neutral
4986,sadness
4987,neutral
4988,approval
4989,gratitude
4990,pride
4991,curiosity
4992,surprise
4993,nervousness
4994,curiosity
4995,confusion
4996,admiration
4997,curiosity
4998,admiration
4999,approval
5000,approval
5001,neutral
5002,curiosity
5003,neutral
5004,neutral
5005,neutral
5006,optimism
5007,realization
5008,realization
5009,neutral
5010,neutral
5011,neutral
5012,realization
5013,realization
5014,neutral
5015,approval
5016,approval
5017,love
5018,approval
5019,approval
5020,approval
5021,approval
5022,neutral
5023,admiration
5024,joy
5025,excitement
5026,caring
5027,gratitude
5028,disapproval
5029,realization
5030,neutral
5031,admiration
5032,realization
5033,disappointment
5034,neutral
5035,joy
5036,neutral
5037,neutral
5038,curiosity
5039,neutral
5040,neutral
5041,curiosity
5042,neutral
5043,desire
5044,neutral
5045,disappointment
5046,neutral
5047,curiosity
5048,admiration
5049,excitement
5050,optimism
5051,curiosity
5052,admiration
5053,admiration
5054,neutral
5055,curiosity
5056,neutral
5057,neutral
5058,joy
5059,neutral
5060,neutral
5061,neutral
5062,approval
5063,admiration
5064,confusion
5065,annoyance
5066,approval
5067,realization
5068,neutral
5069,realization
5070,admiration
5071,curiosity
5072,neutral
5073,amusement
5074,neutral
5075,admiration
5076,admiration
5077,approval
5078,neutral
5079,neutral
5080,admiration
5081,neutral
5082,approval
5083,curiosity
5084,disapproval
5085,neutral
5086,neutral
5087,love
5088,disgust
5089,approval
5090,approval
5091,admiration
5092,curiosity
5093,curiosity
5094,neutral
5095,neutral
5096,remorse
5097,neutral
5098,approval
5099,gratitude
5100,joy
5101,confusion
5102,neutral
5103,neutral
5104,disgust
5105,neutral
5106,curiosity
5107,neutral
5108,neutral
5109,neutral
5110,neutral
5111,realization
5112,excitement
5113,realization
5114,neutral
5115,curiosity
5116,curiosity
5117,curiosity
5118,curiosity
5119,neutral
5120,neutral
5121,neutral
5122,admiration
5123,confusion
5124,curiosity
5125,joy
5126,neutral
5127,excitement
5128,approval
5129,annoyance
5130,disapproval
5131,confusion
5132,nervousness
5133,curiosity
5134,neutral
5135,curiosity
5136,neutral
5137,neutral
5138,neutral
5139,approval
5140,amusement
5141,neutral
5142,realization
5143,neutral
5144,neutral
5145,joy
5146,admiration
5147,neutral
5148,realization
5149,neutral
5150,confusion
5151,annoyance
5152,fear
5153,neutral
5154,neutral
5155,neutral
5156,neutral
5157,disapproval
5158,fear
5159,neutral
5160,admiration
5161,admiration
5162,neutral
5163,love
5164,neutral
5165,optimism
5166,neutral
5167,amusement
5168,neutral
5169,admiration
5170,admiration
5171,approval
5172,neutral
5173,neutral
5174,realization
5175,neutral
5176,amusement
5177,approval
5178,surprise
5179,admiration
5180,curiosity
5181,neutral
5182,admiration
5183,neutral
5184,gratitude
5185,approval
5186,approval
5187,optimism
5188,admiration
5189,neutral
5190,neutral
5191,neutral
5192,curiosity
5193,approval
5194,neutral
5195,approval
5196,amusement
5197,admiration
5198,neutral
5199,embarrassment
5200,neutral
5201,admiration
5202,realization
5203,neutral
5204,admiration
5205,neutral
5206,excitement
5207,caring
5208,curiosity
5209,neutral
5210,realization
5211,neutral
5212,admiration
5213,neutral
5214,neutral
5215,neutral
5216,realization
5217,neutral
5218,neutral
5219,neutral
5220,neutral
5221,neutral
5222,approval
5223,neutral
5224,neutral
5225,neutral
5226,approval
5227,caring
5228,neutral
5229,neutral
5230,joy
5231,curiosity
5232,curiosity
5233,neutral
5234,neutral
5235,curiosity
5236,neutral
5237,disapproval
5238,relief
5239,neutral
5240,neutral
5241,neutral
5242,neutral
5243,neutral
5244,gratitude
5245,gratitude
5246,neutral
5247,neutral
5248,realization
5249,curiosity
5250,caring
5251,admiration
5252,neutral
5253,neutral
5254,disgust
5255,realization
5256,realization
5257,neutral
5258,neutral
5259,neutral
5260,neutral
5261,amusement
5262,neutral
5263,admiration
5264,approval
5265,realization
5266,neutral
5267,admiration
5268,confusion
5269,neutral
5270,optimism
5271,neutral
5272,gratitude
5273,neutral
5274,admiration
5275,neutral
5276,love
5277,gratitude
5278,neutral
5279,approval
5280,joy
5281,admiration
5282,disappointment
5283,approval
5284,confusion
5285,admiration
5286,annoyance
5287,curiosity
5288,neutral
5289,neutral
5290,admiration
5291,disapproval
5292,neutral
5293,neutral
5294,amusement
5295,neutral
5296,neutral
5297,realization
5298,neutral
5299,neutral
5300,curiosity
5301,approval
5302,neutral
5303,neutral
5304,confusion
5305,curiosity
5306,approval
5307,realization
5308,approval
5309,excitement
5310,neutral
5311,neutral
5312,neutral
5313,admiration
5314,joy
5315,realization
5316,neutral
5317,neutral
5318,neutral
5319,gratitude
5320,neutral
5321,love
5322,approval
5323,curiosity
5324,realization
5325,neutral
5326,curiosity
5327,neutral
5328,approval
5329,neutral
5330,realization
5331,joy
5332,amusement
5333,neutral
5334,realization
5335,admiration
5336,curiosity
5337,approval
5338,realization
5339,neutral
5340,realization
5341,realization
5342,surprise
5343,optimism
5344,neutral
5345,realization
5346,realization
5347,realization
5348,realization
5349,neutral
5350,optimism
5351,curiosity
5352,admiration
5353,confusion
5354,neutral
5355,neutral
5356,annoyance
5357,neutral
5358,surprise
5359,excitement
5360,fear
5361,disappointment
5362,confusion
5363,neutral
5364,neutral
5365,neutral
5366,approval
5367,amusement
5368,admiration
5369,curiosity
5370,neutral
5371,disappointment
5372,amusement
5373,neutral
5374,admiration
5375,curiosity
5376,neutral
5377,admiration
5378,admiration
5379,confusion
5380,neutral
5381,neutral
5382,approval
5383,curiosity
5384,neutral
5385,neutral
5386,surprise
5387,neutral
5388,excitement
5389,joy
5390,curiosity
5391,curiosity
5392,amusement
5393,admiration
5394,anger
5395,curiosity
5396,joy
5397,admiration
5398,admiration
5399,neutral
5400,approval
5401,disapproval
5402,neutral
5403,approval
5404,approval
5405,surprise
5406,neutral
5407,admiration
5408,realization
5409,disappointment
5410,approval
5411,neutral
5412,neutral
5413,approval
5414,admiration
5415,admiration
5416,realization
5417,excitement
5418,neutral
5419,approval
5420,approval
5421,curiosity
5422,realization
5423,admiration
5424,neutral
5425,neutral
5426,admiration
5427,gratitude
5428,curiosity
5429,neutral
5430,excitement
5431,annoyance
5432,neutral
5433,realization
5434,admiration
5435,curiosity
5436,confusion
5437,realization
5438,approval
5439,neutral
5440,approval
5441,approval
5442,surprise
5443,neutral
5444,excitement
5445,approval
5446,neutral
5447,confusion
5448,approval
5449,realization
5450,neutral
5451,neutral
5452,realization
5453,admiration
5454,neutral
5455,annoyance
5456,approval
5457,annoyance
5458,neutral
5459,annoyance
5460,caring
5461,neutral
5462,neutral
5463,admiration
5464,neutral
5465,neutral
5466,neutral
5467,approval
5468,joy
5469,neutral
5470,curiosity
5471,neutral
5472,neutral
5473,admiration
5474,neutral
5475,neutral
5476,neutral
5477,neutral
5478,neutral
5479,neutral
5480,neutral
5481,neutral
5482,gratitude
5483,neutral
5484,neutral
5485,neutral
5486,neutral
5487,excitement
5488,confusion
5489,neutral
5490,neutral
5491,optimism
5492,admiration
5493,neutral
5494,confusion
5495,neutral
5496,neutral
5497,neutral
5498,neutral
5499,approval
5500,excitement
5501,annoyance
5502,realization
5503,approval
5504,neutral
5505,gratitude
5506,neutral
5507,joy
5508,curiosity
5509,optimism
5510,neutral
5511,neutral
5512,admiration
5513,neutral
5514,admiration
5515,amusement
5516,confusion
5517,neutral
5518,joy
5519,excitement
5520,disapproval
5521,approval
5522,neutral
5523,sadness
5524,neutral
5525,curiosity
5526,approval
5527,approval
5528,neutral
5529,neutral
5530,admiration
5531,annoyance
5532,neutral
5533,neutral
5534,realization
5535,curiosity
5536,fear
5537,neutral
5538,neutral
5539,neutral
5540,neutral
5541,curiosity
5542,approval
5543,neutral
5544,neutral
5545,approval
5546,curiosity
5547,curiosity
5548,neutral
5549,approval
5550,love
5551,neutral
5552,caring
5553,neutral
5554,surprise
5555,approval
5556,neutral
5557,sadness
5558,neutral
5559,neutral
5560,nervousness
5561,excitement
5562,neutral
5563,admiration
5564,admiration
5565,curiosity
5566,neutral
5567,realization
5568,confusion
5569,curiosity
5570,neutral
5571,disapproval
5572,realization
5573,realization
5574,admiration
5575,neutral
5576,neutral
5577,neutral
5578,neutral
5579,approval
5580,neutral
5581,neutral
5582,neutral
5583,realization
5584,neutral
5585,neutral
5586,caring
5587,neutral
5588,approval
5589,admiration
5590,approval
5591,neutral
5592,neutral
5593,approval
5594,amusement
5595,admiration
5596,admiration
5597,neutral
5598,neutral
5599,disapproval
5600,curiosity
5601,neutral
5602,realization
5603,admiration
5604,optimism
5605,neutral
5606,admiration
5607,neutral
5608,admiration
5609,admiration
5610,joy
5611,sadness
5612,approval
5613,approval
5614,optimism
5615,realization
5616,admiration
5617,realization
5618,curiosity
5619,neutral
5620,neutral
5621,realization
5622,realization
5623,gratitude
5624,love
5625,neutral
5626,excitement
5627,neutral
5628,realization
5629,disapproval
5630,neutral
5631,approval
5632,neutral
5633,optimism
5634,realization
5635,neutral
5636,love
5637,admiration
5638,approval
5639,joy
5640,fear
5641,neutral
5642,neutral
5643,realization
5644,excitement
5645,approval
5646,neutral
5647,realization
5648,neutral
5649,neutral
5650,approval
5651,realization
5652,approval
5653,realization
5654,realization
5655,love
5656,curiosity
5657,realization
5658,neutral
5659,neutral
5660,excitement
5661,approval
5662,disappointment
5663,admiration
5664,confusion
5665,gratitude
5666,neutral
5667,curiosity
5668,joy
5669,approval
5670,neutral
5671,neutral
5672,admiration
5673,disapproval
5674,joy
5675,neutral
5676,neutral
5677,approval
5678,realization
5679,neutral
5680,admiration
5681,curiosity
5682,caring
5683,gratitude
5684,realization
5685,curiosity
5686,curiosity
5687,neutral
5688,neutral
5689,surprise
5690,admiration
5691,amusement
5692,approval
5693,excitement
5694,neutral
5695,approval
5696,approval
5697,curiosity
5698,joy
5699,annoyance
5700,neutral
5701,confusion
5702,approval
5703,neutral
5704,fear
5705,surprise
5706,confusion
5707,neutral
5708,neutral
5709,excitement
5710,neutral
5711,curiosity
5712,surprise
5713,annoyance
5714,neutral
5715,neutral
5716,neutral
5717,curiosity
5718,curiosity
5719,admiration
5720,annoyance
5721,neutral
5722,neutral
5723,neutral
5724,curiosity
5725,neutral
5726,admiration
5727,admiration
5728,realization
5729,neutral
5730,admiration
5731,neutral
5732,neutral
5733,neutral
5734,curiosity
5735,realization
5736,neutral
5737,curiosity
5738,curiosity
5739,neutral
5740,neutral
5741,neutral
5742,disappointment
5743,approval
5744,neutral
5745,neutral
5746,annoyance
5747,curiosity
5748,gratitude
5749,neutral
5750,joy
5751,approval
5752,neutral
5753,neutral
5754,neutral
5755,approval
5756,approval
5757,realization
5758,approval
5759,surprise
5760,annoyance
5761,neutral
5762,surprise
5763,gratitude
5764,amusement
5765,curiosity
5766,amusement
5767,neutral
5768,embarrassment
5769,neutral
5770,gratitude
5771,admiration
5772,love
5773,approval
5774,neutral
5775,realization
5776,neutral
5777,gratitude
5778,curiosity
5779,optimism
5780,neutral
5781,confusion
5782,admiration
5783,neutral
5784,gratitude
5785,admiration
5786,admiration
5787,neutral
5788,neutral
5789,love
5790,admiration
5791,disapproval
5792,joy
5793,neutral
5794,realization
5795,excitement
5796,admiration
5797,approval
5798,gratitude
5799,admiration
5800,curiosity
5801,neutral
5802,admiration
5803,neutral
5804,admiration
5805,realization
5806,approval
5807,realization
5808,curiosity
5809,admiration
5810,neutral
5811,neutral
5812,neutral
5813,neutral
5814,admiration
5815,neutral
5816,neutral
5817,neutral
5818,curiosity
5819,annoyance
5820,neutral
5821,neutral
5822,surprise
5823,curiosity
5824,neutral
5825,approval
5826,excitement
5827,confusion
5828,neutral
5829,approval
5830,neutral
5831,neutral
5832,optimism
5833,neutral
5834,neutral
5835,approval
5836,approval
5837,admiration
5838,approval
5839,approval
5840,caring
5841,neutral
5842,approval
5843,neutral
5844,disappointment
5845,admiration
5846,neutral
5847,admiration
5848,fear
5849,approval
5850,neutral
5851,fear
5852,curiosity
5853,sadness
5854,curiosity
5855,neutral
5856,neutral
5857,curiosity
5858,fear
5859,neutral
5860,approval
5861,realization
5862,curiosity
5863,neutral
5864,approval
5865,approval
5866,fear
5867,surprise
5868,realization
5869,admiration
5870,neutral
5871,admiration
5872,neutral
5873,neutral
5874,excitement
5875,curiosity
5876,caring
5877,approval
5878,neutral
5879,neutral
5880,neutral
5881,neutral
5882,joy
5883,approval
5884,approval
5885,approval
5886,curiosity
5887,neutral
5888,admiration
5889,admiration
5890,neutral
5891,admiration
5892,realization
5893,curiosity
5894,optimism
5895,excitement
5896,approval
5897,neutral
5898,admiration
5899,curiosity
5900,surprise
5901,realization
5902,neutral
5903,realization
5904,neutral
5905,realization
5906,curiosity
5907,neutral
5908,love
5909,love
5910,approval
5911,admiration
5912,confusion
5913,approval
5914,neutral
5915,curiosity
5916,approval
5917,neutral
5918,approval
5919,neutral
5920,approval
5921,neutral
5922,confusion
5923,optimism
5924,disappointment
5925,neutral
5926,optimism
5927,optimism
5928,joy
5929,neutral
5930,annoyance
5931,caring
5932,neutral
5933,approval
5934,curiosity
5935,disapproval
5936,disappointment
5937,neutral
5938,caring
5939,excitement
5940,neutral
5941,curiosity
5942,confusion
5943,confusion
5944,admiration
5945,annoyance
5946,neutral
5947,caring
5948,realization
5949,gratitude
5950,gratitude
5951,approval
5952,neutral
5953,annoyance
5954,neutral
5955,confusion
5956,neutral
5957,neutral
5958,confusion
5959,neutral
5960,admiration
5961,admiration
5962,neutral
5963,gratitude
5964,curiosity
5965,neutral
5966,neutral
5967,admiration
5968,optimism
5969,realization
5970,admiration
5971,curiosity
5972,curiosity
5973,joy
5974,approval
5975,love
5976,admiration
5977,excitement
5978,curiosity
5979,approval
5980,neutral
5981,amusement
5982,neutral
5983,optimism
5984,realization
5985,realization
5986,annoyance
5987,approval
5988,neutral
5989,neutral
5990,admiration
5991,neutral
5992,neutral
5993,neutral
5994,neutral
5995,curiosity
5996,disapproval
5997,neutral
5998,curiosity
5999,neutral
6000,realization
6001,curiosity
6002,neutral
6003,disapproval
6004,admiration
6005,surprise
6006,admiration
6007,neutral
6008,neutral
6009,curiosity
6010,approval
6011,approval
6012,surprise
6013,neutral
6014,neutral
6015,realization
6016,admiration
6017,neutral
6018,approval
6019,admiration
6020,love
6021,curiosity
6022,curiosity
6023,excitement
6024,disappointment
6025,admiration
6026,disappointment
6027,neutral
6028,neutral
6029,neutral
6030,curiosity
6031,admiration
6032,disapproval
6033,desire
6034,admiration
6035,curiosity
6036,admiration
6037,neutral
6038,optimism
6039,caring
6040,amusement
6041,realization
6042,neutral
6043,neutral
6044,desire
6045,neutral
6046,confusion
6047,neutral
6048,excitement
6049,admiration
6050,neutral
6051,neutral
6052,neutral
6053,approval
6054,neutral
6055,neutral
6056,curiosity
6057,neutral
6058,neutral
6059,surprise
6060,neutral
6061,neutral
6062,neutral
6063,surprise
6064,neutral
6065,excitement
6066,neutral
6067,confusion
6068,neutral
6069,neutral
6070,neutral
6071,curiosity
6072,neutral
6073,approval
6074,confusion
6075,approval
6076,neutral
6077,neutral
6078,curiosity
6079,excitement
6080,curiosity
6081,confusion
6082,neutral
6083,admiration
6084,admiration
6085,curiosity
6086,curiosity
6087,approval
6088,admiration
6089,fear
6090,admiration
6091,neutral
6092,neutral
6093,neutral
6094,approval
6095,caring
6096,surprise
6097,curiosity
6098,neutral
6099,neutral
6100,neutral
6101,admiration
6102,approval
6103,curiosity
6104,annoyance
6105,neutral
6106,neutral
6107,admiration
6108,neutral
6109,neutral
6110,approval
6111,neutral
6112,disapproval
6113,realization
6114,neutral
6115,disapproval
6116,approval
6117,curiosity
6118,neutral
6119,approval
6120,admiration
6121,neutral
6122,neutral
6123,joy
6124,admiration
6125,annoyance
6126,confusion
6127,admiration
6128,neutral
6129,confusion
6130,neutral
6131,realization
6132,neutral
6133,amusement
6134,approval
6135,disapproval
6136,nervousness
6137,neutral
6138,admiration
6139,surprise
6140,curiosity
6141,confusion
6142,neutral
6143,optimism
6144,neutral
6145,gratitude
6146,curiosity
6147,admiration
6148,approval
6149,neutral
6150,admiration
6151,approval
